id,question,choices,choices_list,question_concept,answerKey,answer_word,question_orthographic_noise,questionchatgpt_variations
60e92cd2f35c345872d1a898e1718d55,"George didn't have a car, but he still had his two feet.   His socks were smelly and his soles were blistered, but that didn't matter.  He could still do what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['michigan', 'walk', 'stay still', 'stink', 'hands'], dtype=object)}","['michigan', 'walk', 'stay still', 'stink', 'hands']",feet,B,walk,"{'0': ""George didn't have a car, but he still had his two feet.   His socks were smelly and his soles were blistered, but that didn't matter.  He could still do what?"", '0.005': ""George didn't have a car, but he still had his two feet.   His socks were smelly and his soles were blistered, but that didn't matter.  He could still do what?"", '0.01': ""George didn't have a car, but he still had his two feet.   His cocks were smelly and his soleN were blistered, but that didn't matter.  He cUuld still do what?"", '0.015': ""George didn't have a car, but re still had his two feet.   His socks were smelly and his soles were blistered, but that didn't maqter.  He could still do what?"", '0.02': ""George didn't have a car, but he still fad his two feet.   His socks were smelly and his soles were blistered, bbt that didn't matter.  HejcouHd btill do what?"", '0.025': ""George didn't have a car, but he still had his two feet.   His socks were smelly and hiZ solesxwere blistered, but that didn't matter.  He could still Oo whmt?"", '0.03': ""George diPn't have a car, Iut he still had his two feet.   nis socAs were smDllyraLd his soles were blistered, nut thaY didn't matter.Z He could still do what?"", '0.05': ""George diVn't have a car, but he still had his two feet. N His socSs were sDelly and cis soles were blisteKed, but that didn't matteD.  Hepcould stilc do what?"", '0.1': ""George didd't have a car, bwt he still had his Xwo feet. a Hig socks were smelly andOris soles were blisteredi bqt that didnGt matteL.  He cound still do what?"", '0.2': 'Guorge nKdnqtrHGve vNcar, but hedstilbghRd his two feet. T His socks GeQe SmelloMand his soles vereYblisteSed, Put tMat didnft Saqter.  He could stTFl doAwhat?'}","{'A1': 'What could George still do?', 'A2': 'Even without a car, what could George do?', 'B1': 'What was George still capable of doing despite not having a car?', 'B2': 'Despite the lack of a car, how could George still manage?', 'C1': 'What possibilities remained open to George for mobility despite his lack of a car?', 'C2': 'Given his physical resilience but lack of a vehicle, what remained within George’s capability?'}"
08f3c187908646997b9080c7e9ea7da4,A crane uses many a steel cable when working a what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['abaft', 'ship', 'winch', 'construction site', 'building'],
      dtype=object)}","['abaft', 'ship', 'winch', 'construction site', 'building']",steel cable,D,construction site,"{'0': 'A crane uses many a steel cable when working a what?', '0.005': 'A crane uses many a steel cable when working a what?', '0.01': 'A crane uses many a steel cable when working a what?', '0.015': 'A crane uses many a steel cable when working a what?', '0.02': 'A crane uses many a steel cable when working a what?', '0.025': 'A crane usys many a steeC cable when working b what?', '0.03': 'A crane uses many a steel cable when workrng a what?', '0.05': 'y crane Fses many aBstJel cable when wodking a what?', '0.1': 'A Vjave uses manB a steel caGle when working a what?', '0.2': 'A crame uses manE a steel Iakle when workingbafwhatx'}","{'A1': 'What does a crane use when working?', 'A2': ""What does a crane need when it's working?"", 'B1': 'What does a crane typically utilize when performing its tasks?', 'B2': 'What equipment does a crane employ when working?', 'C1': 'What does a crane commonly utilize during its operations?', 'C2': 'What is frequently used by a crane when performing its duties?'}"
9aff72f0c480c2b4edde45bd2e7e4870,What is the main purpose of farmers?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['raise cattle', 'grow corn', 'farm land', 'drive tractors',
       'supply food'], dtype=object)}","['raise cattle', 'grow corn', 'farm land', 'drive tractors', 'supply food']",farmers,E,supply food,"{'0': 'What is the main purpose of farmers?', '0.005': 'What is the main purpose of farmers?', '0.01': 'What is tte maYn purpose of farmers?', '0.015': 'What is the main purpose of farmers?', '0.02': 'What is the main purpose of farmers?', '0.025': 'What is the main purpose of Tarmers?', '0.03': 'Wzat is the main purpose of farmers?', '0.05': 'What is the main puKpoxe of farmers?', '0.1': 'Whzt is the mkin kNrptse of farrers?', '0.2': 'WhQt is thejmain Qurpose oqBearmetsh'}","{'A1': 'What do farmers do?', 'A2': 'What is the main job of farmers?', 'B1': 'What is the primary objective of farmers?', 'B2': 'What is the main goal of farmers?', 'C1': 'What is the principal aim of farmers?', 'C2': 'What is the primary purpose of farmers?'}"
fd243c96edec5b1b8520d5bfeddc6622,Where can I put this penny to save for later?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['piggy bank', 'wallet', 'toy', 'ground', 'pocket'], dtype=object)}","['piggy bank', 'wallet', 'toy', 'ground', 'pocket']",penny,A,piggy bank,"{'0': 'Where can I put this penny to save for later?', '0.005': 'Where can I put this penny to save for later?', '0.01': 'Where can I put this penny to save for later?', '0.015': 'Where zan I put this penny to save for laterV', '0.02': 'Where can I put this penny ko saue for later?', '0.025': 'Where can I put this penny to save for later?', '0.03': 'Jhere can I put this penny to save for later?', '0.05': 'Where can I put this henny to save for later?', '0.1': 'Where can E put this penny to save for later?', '0.2': 'Bhere caD I pulTtFis pennydtoQsvXeLfor later?'}","{'A1': 'Where can I put this penny to keep it for later?', 'A2': 'Where is a good place to put this penny to save it for later?', 'B1': 'Where could I store this penny to save it for later?', 'B2': 'Where is a suitable location to put this penny for saving it for later?', 'C1': 'Where is an appropriate place to put this penny for later saving?', 'C2': 'Where can I place this penny to reserve it for later?'}"
f5ec4fdfd0e37e733bfc1606b986f1e2,Where would you put uncooked crab meat?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['wharf', 'red lobster', 'tidepools', ""boss's office"", 'stew pot'],
      dtype=object)}","['wharf', 'red lobster', 'tidepools', ""boss's office"", 'stew pot']",crab,E,stew pot,"{'0': 'Where would you put uncooked crab meat?', '0.005': 'Where would you put uncooked crab meat?', '0.01': 'Where would you put uncooked crab meat?', '0.015': 'Where would you put uncooked crab meat?', '0.02': 'Where would yoW put uncooked crab meat?', '0.025': 'WZBre would you put uncookzd crab meat?', '0.03': 'Where would you put uncooked crab meat?', '0.05': 'nhere wouldWyou put uncookedccrab meat?', '0.1': 'Whpre would you put uncookgd cxab meatm', '0.2': 'WMewO wculd lou put uncooked cSab mgEt?'}","{'A1': 'Where would you store uncooked crab meat?', 'A2': 'Where is the appropriate place to put uncooked crab meat?', 'B1': 'Where should uncooked crab meat be placed?', 'B2': 'Where is the proper location for putting uncooked crab meat?', 'C1': 'Where is the suitable spot for placing uncooked crab meat?', 'C2': 'Where would you position uncooked crab meat?'}"
e3c6d147f8a727d314046e70e9579ba0,"The man had a fear of illness, so he never visited friends who were a what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sick person', 'hospital', 'elderly person', 'graveyard',
       ""doctor's office""], dtype=object)}","['sick person', 'hospital', 'elderly person', 'graveyard', ""doctor's office""]",illness,A,sick person,"{'0': 'The man had a fear of illness, so he never visited friends who were a what?', '0.005': 'The man had a fear of illness, so he never visited friends who were a whaU?', '0.01': 'The man had a fear of illness, so he never visited friends who were a what?', '0.015': 'The mWn had a fear of illness, so he never visited friends who wewe a what?', '0.02': 'The man had a fear of illness, so he Zever visited friends who were a what?', '0.025': 'The man had a fear of illness, so he never visited friends wLo were a what?', '0.03': 'The man hau d fear of illness, foohe never visited friends who were a what?', '0.05': 'The zan hDd a fear of illness, so he never visited friends who werl a what?', '0.1': 'The mZn dad a feaf oI illness,GsF he nehejfviKited friends who were a what?', '0.2': 'Tho manoAad r fear of iElnesF, sozhe never GisituL friends whr were WewBatG'}","{'A1': 'What did the man avoid visiting due to his fear of illness?', 'A2': 'Who did the man avoid visiting because of his fear of illness?', 'B1': 'Who did the man refuse to visit because he feared illness?', 'B2': 'Who did the man steer clear of due to his fear of illness?', 'C1': 'Whom did the man refrain from visiting because of his fear of illness?', 'C2': 'Who did the man avoid seeing because of his fear of illness?'}"
8ce13c6e08bf38d4cd4af756b661e47c,Where would you put pans if you want to bring them with you?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cooking', 'cook food', 'kitchen', 'backpack', 'drawer'],
      dtype=object)}","['cooking', 'cook food', 'kitchen', 'backpack', 'drawer']",pans,D,backpack,"{'0': 'Where would you put pans if you want to bring them with you?', '0.005': 'Where would you put pans if you want to bring them with you?', '0.01': 'Where would you put pans if you want to bring them with you?', '0.015': 'Where would you put pans if you want to brinM them with you?', '0.02': 'Where would you put pans if you wanM to bring them with you?', '0.025': 'Where would yoo pKt pans if you want to bring them with you?', '0.03': 'Where would you put pans if you want to bring thkm with you?', '0.05': 'Where would you put pans if you want to bring them with yoM?', '0.1': 'WhereSwould yoD put pans if you want to brinB them with yAu?', '0.2': 'Whure jouldQyot pct plns if Lou wanh to Wring thlm Iithqbou?'}","{'A1': 'Where should you put pans if you want to take them with you?', 'A2': 'Where is a good place to put pans if you want to bring them along?', 'B1': 'Where is the best place to store pans if you want to bring them with you?', 'B2': 'Where should you position pans if you intend to bring them along?', 'C1': 'Where is the appropriate spot to place pans if you want to take them with you?', 'C2': 'Where would you keep pans if you plan to bring them with you?'}"
0f4159e80f8dbf682819215bbf0f5b5a_1,"If you're remembering something, it's because of your what of it to begin with?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['knowledge', 'knowing', 'forgetful', 'pleasure', 'depression'],
      dtype=object)}","['knowledge', 'knowing', 'forgetful', 'pleasure', 'depression']",remembering,B,knowing,"{'0': ""If you're remembering something, it's because of your what of it to begin with?"", '0.005': ""If you're remembering something, it's because of your what of it to begin with?"", '0.01': ""If you're remembering something, it's because of your what of it to begin with?"", '0.015': ""If you're remembering something, it's because of your what of it to begin with?"", '0.02': ""If you're remembering something, iM's because of your what of it to begin with?"", '0.025': ""If you're remembering something, itjs because of your what of It to begiU with?"", '0.03': ""If you'rG remembering Pomething, it's because of your what of it to begin with?"", '0.05': ""Iw yop're remembering somvthing, it'v becauKe of your wZat of it to beiinVwithF"", '0.1': ""If you're rememberina somethinMY it's becauseyof your whaO of it to QJgin with?"", '0.2': ""If Vou're remeMbering somZthingL it's bechume of yoTr wzat of it BN belin Zith?""}","{'A1': 'What allows you to remember something?', 'A2': 'What is needed for remembering something?', 'B1': 'What is the reason behind remembering something?', 'B2': 'What contributes to the act of remembering something?', 'C1': 'What is the basis for remembering something?', 'C2': 'What is the fundamental factor in remembering something?'}"
1a8b3c2a46efabcbd506f9cf70886ed0,Which large land mass is home to the most monkeys?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['amazon basin', ""friend's house"", 'lift number 3',
       'research laboratory', 'african continent'], dtype=object)}","['amazon basin', ""friend's house"", 'lift number 3', 'research laboratory', 'african continent']",monkey,E,african continent,"{'0': 'Which large land mass is home to the most monkeys?', '0.005': 'Which large land mass is home to the most monkeys?', '0.01': 'Which large land mass is home to the most monkeys?', '0.015': 'Which large land mass is home to the most monkeys?', '0.02': 'Which larRe land mass is home to the most monkeys?', '0.025': 'WhiSh large land mass is home to the most monkeys?', '0.03': 'Whiyh large lanw maJs is home to the most mpnkeys?', '0.05': 'Whigh large land mass is home to the most monkeys?', '0.1': 'Which large lafd mass iw home bo the most nonkeyu?', '0.2': 'Which largs lXne maLj is home to tlePmUst mUnkeyiG'}","{'A1': 'What large land mass has many monkeys?', 'A2': 'Where do most monkeys live on a large land mass?', 'B1': 'Which large land mass has the highest population of monkeys?', 'B2': 'Where is the primary habitat of monkeys on a large land mass?', 'C1': 'Which large land mass is renowned for hosting the largest number of monkeys?', 'C2': 'Where can you find the greatest concentration of monkeys on a large land mass?'}"
db0cfd52ca6b2bbfcf26d1a898fd929b,Friday was James's 5th Anniversary.  They planned on going to bed early so that they could spend a long time doing what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['rest', 'insomnia', 'making love', 'sleeping in', 'texting'],
      dtype=object)}","['rest', 'insomnia', 'making love', 'sleeping in', 'texting']",going to bed,C,making love,"{'0': ""Friday was James's 5th Anniversary.  They planned on going to bed early so that they could spend a long time doing what?"", '0.005': ""Friday was James's 5th Anniversary.  They planned on going to bed earlk so that they couHd spend allong time doing what?"", '0.01': ""Friday was James's 5th Anniversary.  They planned on going to bed early Bo that shey could spend a long time doing what?"", '0.015': ""Friday was James's 5th AnniversaQy.  They planned on going to bed early so that they could spend a long time doing what?"", '0.02': ""Friday was James'sA5th Anniversary.  They planned on goingitoSbed early so that they could sHend a long time doing what?"", '0.025': ""Friday wss James's 5th Anniversary.  They planned on goinM to bed early so that they could speJd a long time doing what?"", '0.03': ""Friday was James's 5th Anniversary.  They planned on going to bud earCy so that they couldospend a long time doing what?"", '0.05': ""Friday wasWJames's 5th Anniverlary.  They planned On going to bednearly soGthat they could spend a long time doing what?"", '0.1': ""Friday was James's 5th Afniversarg. gThey planned ox going to ned early so that they cLuld speYdiaElong fime doing whaGX"", '0.2': 'Friday wMs JameLas xth AnnioeDYamTp ZThey pmanDed onZVownFlMoDbed early so IhSt xOey cLuld spendIa long timeTdoinH what?'}","{'A1': 'What did they plan to do?', 'A2': ""What was James's plan for the anniversary?"", 'B1': 'What activity had James planned for his anniversary after going to bed early?', 'B2': 'What did James intend to spend time doing on his anniversary?', 'C1': 'For what purpose did James and his partner decide to retire early on their anniversary?', 'C2': 'What was the intended activity that motivated James and his partner to go to bed early on their anniversary?'}"
400fb2e196e71abb70e5b3f9aab4b9ee,"The teens were trying to hide that they get drink, but when they walked in the door their what gave it away?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['health', 'fall down', 'stagger', 'get arrested', 'vomit'],
      dtype=object)}","['health', 'fall down', 'stagger', 'get arrested', 'vomit']",get drunk,C,stagger,"{'0': 'The teens were trying to hide that they get drink, but when they walked in the door their what gave it away?', '0.005': 'The teens were trying to hide that they get drink, but when they walked in the door their what gave it away?', '0.01': 'The teens were trying to hide that they get drink, but when they walked in the door their what gave it away?', '0.015': 'The teens were trying to hide that they get drink, but when they walked in the door their what gNve it away?', '0.02': 'The teens wQre trying to Qide that they get drink, but when they walked in the door their what gave it away?', '0.025': 'The teens were trying to kide that tcey get drink, bzt when they walked in the door their what gave it away?', '0.03': 'The teens ware trying to hide that they get drink, but when they walked in the door their what gave it away?', '0.05': 'The toens were trying to hide thaJ they get drink, but when they walked in tqN door eheir whot gave it away?', '0.1': 'The teens wLre tBying to hiUe Ahat they get dridk, bst when they wMlked On theldoor lheir what gave it awwyG', '0.2': 'The teeOs werB thning to hideFNhat thGy get driKk, bGt vten theJ waryedOin theNdoorsGheir what gWve it away?'}","{'A1': ""What gave away the teens' attempt to hide that they drink?"", 'A2': 'What revealed that the teens were trying to hide their drinking?', 'B1': 'What exposed the fact that the teens were attempting to hide their drinking?', 'B2': ""What betrayed the teens' efforts to conceal their drinking?"", 'C1': 'What indicated that the teens were trying to hide their drinking?', 'C2': ""What signified the teens' attempt to conceal their drinking?""}"
3fb36127a61903029a363911a1d2b1e9_1,You'll find a landing at the top of what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ocean', 'apartment building', 'stairwell', 'airport', 'room'],
      dtype=object)}","['ocean', 'apartment building', 'stairwell', 'airport', 'room']",landing,C,stairwell,"{'0': ""You'll find a landing at the top of what?"", '0.005': ""You'll find a landing at the top of what?"", '0.01': ""You'll find a landbng at the top of what?"", '0.015': ""You'll find a landing at the top of what?"", '0.02': ""You'll find a landing at thewtop of what?"", '0.025': ""You'll find a landing at the top of what?"", '0.03': ""You'll find a landing at the top of what?"", '0.05': ""You'll find a landing at the top of what?"", '0.1': ""You'll find a landing at the top of wAat?"", '0.2': ""Yzu'll fiCd a eBnding aG the tmTuHf Jhkt?""}","{'A1': 'Where will you find a landing?', 'A2': 'What has a landing at the top?', 'B1': 'What typically has a landing at the top?', 'B2': 'Where is a landing commonly found at the top?', 'C1': 'What structure usually features a landing at the top?', 'C2': 'Where is it common to find a landing at the top?'}"
8494b0b95533dcedbd76ae2916c481d4,"Anybody could be hired in the kitchen, what was needed of them?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['forget', 'oil squeaky hinge', 'question authority', 'wash dishes',
       'oik squeaky hinge'], dtype=object)}","['forget', 'oil squeaky hinge', 'question authority', 'wash dishes', 'oik squeaky hinge']",anybody,D,wash dishes,"{'0': 'Anybody could be hired in the kitchen, what was needed of them?', '0.005': 'Anybody could be hired in the kitchen, what was needed of them?', '0.01': 'Anybody could be hired in the kitchen, what was needed of them?', '0.015': 'Anybody could be hired in the kitchen, what was needed of them?', '0.02': 'Anybody could be hFred in the kitchen, what was needed of them?', '0.025': 'Anybody could be hired in the kitchen, wCat was needed of them?', '0.03': 'Anybocy could be hired in theykitchen, what was needed of them?', '0.05': 'Akybody Oould be Uired in the kitchen, what was needed of rhem?', '0.1': 'Xnyqody could be hiGedCinJthe kitchen, what was eezNed of them?', '0.2': 'knybody couBK be Mired iiBnhevkitJhen,vwhat was Zeeded dXCtheml'}","{'A1': 'What was needed of anyone who could be hired in the kitchen?', 'A2': 'What requirement did anyone who could be hired in the kitchen need to meet?', 'B1': 'What was the requirement for anyone who could be hired in the kitchen?', 'B2': 'What was expected of anyone who could be hired in the kitchen?', 'C1': 'What qualification was necessary for anyone who could be hired in the kitchen?', 'C2': 'What was the prerequisite for anyone who could be hired in the kitchen?'}"
1531f1523f5fd24bbdb42c311dbf90e8,Where can you find a number of wind instruments together in public?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['music store', 'create music', 'zoo', 'music room', 'symphony'],
      dtype=object)}","['music store', 'create music', 'zoo', 'music room', 'symphony']",wind instrument,E,symphony,"{'0': 'Where can you find a number of wind instruments together in public?', '0.005': 'Where can you find a number of wind instruments together in public?', '0.01': 'Where can you find a number of wind instruments together in public?', '0.015': 'Where can you find a number of wind instruments together in public?', '0.02': 'Where can you find a number of wind instruments together in public?', '0.025': 'Where can you find a number of wind instruments together in public?', '0.03': 'WJere can you Uind a numqer of wind instruments together in public?', '0.05': 'Where can yow find a numbeu of wind instruments Gogether in public?', '0.1': 'Where can you find l number of wind mnstrumentsLtogetHerHUnEpublic?', '0.2': 'Where cbnByoudfvnd s rupber of wind inytfqmenzs together in pyblIc?'}","{'A1': 'Where can you find many wind instruments in public?', 'A2': 'Where are wind instruments often found together in public?', 'B1': 'Where is it common to find a group of wind instruments in public?', 'B2': 'Where can you typically find multiple wind instruments together in public?', 'C1': 'Where can you find an ensemble of wind instruments in public?', 'C2': 'Where might you encounter a collection of wind instruments in public?'}"
716ce4404a84b42dd64e561390c4b53b,A mountie got off at a subway stop.  What city might he be in?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['urban area', 'metropolis', 'chicago', 'new york city', 'toronto'],
      dtype=object)}","['urban area', 'metropolis', 'chicago', 'new york city', 'toronto']",subway stop,E,toronto,"{'0': 'A mountie got off at a subway stop.  What city might he be in?', '0.005': 'A mountie got off at a subway stop.  What city might he be in?', '0.01': 'A mountie got off at a subway stop.  What city might he be ij?', '0.015': 'A mountie got off at a subjay stop.  What city might he be in?', '0.02': 'A mountie got off at a subway stop.  What city might he be in?', '0.025': 'A mountie got off at a sGbway stop.  What city might he be in?', '0.03': 'A mountie gotEoff at a subway stop.  What city might he be in?', '0.05': 'A mountie got off at a subway stop.  What city might he Ce in?', '0.1': 'A mountie gXt off dt a subway stop.  zhat city might zYvbe in?', '0.2': 'A mounEie got off at z FuDwav sbHf.  MhRt YiZy miPhf he bG iS?'}","{'A1': 'Where is the mountie?', 'A2': 'In what city did the mountie get off the subway?', 'B1': 'What city is likely to have mounties and subways?', 'B2': ""Which city could a mountie be in if he's using the subway?"", 'C1': 'Considering the presence of a mountie and a subway system, what could be the possible city?', 'C2': 'Given the unique combination of a mountie and a subway system, which city might this scenario suggest?'}"
5169f7ae0781b15161551de3a189ebef,What do you want someone to do when you illustrate point?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['did not understand', 'accepting', 'make clear', 'understood',
       'understanding'], dtype=object)}","['did not understand', 'accepting', 'make clear', 'understood', 'understanding']",illustrate point,E,understanding,"{'0': 'What do you want someone to do when you illustrate point?', '0.005': 'What do you want someone to do when you illustratU point?', '0.01': 'What do you wfnt someone to do when you illustrate point?', '0.015': 'What do you want somehne to do when you illustrate point?', '0.02': 'What do you want someone to do when you illustmate point?', '0.025': 'What do you want someone to do wheP you illustrate point?', '0.03': 'What do you want sYmeone to do wten you ilPustrate point?', '0.05': 'What do you want someone tc do whenAyou illustrats poiIt?', '0.1': 'What do you want somFone to do when ysu iliustrate point?', '0.2': 'WcVt dF you want someone jo Lo wheA ymujiolustrauQ poizt?'}","{'A1': 'What do you want someone to do when you make a point clear?', 'A2': 'What is desired when you illustrate a point to someone?', 'B1': 'What action do you expect someone to take when you illustrate a point?', 'B2': 'What response do you anticipate when you illustrate a point to someone?', 'C1': 'What is the desired reaction when you illustrate a point to someone?', 'C2': 'What do you expect someone to do when you illustrate a point to them?'}"
ef22ef7aeec70aaa688720f805c1cf38,Billy set aside a block of time for having fun after work. Why might he do this?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['happiness', 'stress relief', 'pleasure', 'ocean', 'may laugh'],
      dtype=object)}","['happiness', 'stress relief', 'pleasure', 'ocean', 'may laugh']",having fun,B,stress relief,"{'0': 'Billy set aside a block of time for having fun after work. Why might he do this?', '0.005': 'Billy set Kside a block of timebfor having iun after work. Why mightChe do this?', '0.01': 'Billy set aside a block of time for having fun after work. Why might he do this?', '0.015': 'Billd set aside a block of time for having fun after work. Why might he do Rhis?', '0.02': 'Biwly set asidc a block of time for hzving fun after work. Why might he do this?', '0.025': 'Billy setfaside a block of time for having fun after work. Why mbght he do this?', '0.03': 'Billy set aside agblock of time for havinb fun ofYer work.mWhy might pe do this?', '0.05': 'Billy set aside a block of time for having fun after work. Why might he do thisl', '0.1': 'BilHy set aside a buock ofltime for having Gun after work. Why might he do this?', '0.2': 'Billb Ret aside a block of time for hBving fGn afttr work. Why migha he do thisa'}","{'A1': 'Why might Billy set aside time for fun after work?', 'A2': 'What could be the reason for Billy setting aside time for fun after work?', 'B1': 'What might be the purpose of Billy setting aside time for fun after work?', 'B2': 'Why would Billy allocate time for fun after work?', 'C1': 'What could motivate Billy to set aside time for fun after work?', 'C2': 'Why would Billy prioritize setting aside time for fun after work?'}"
514310637fb43a252bfadc8cbf79b277,"The man in the white suit was very lazy.  He did nothing useful.  Meanwhile, the ban in the blue had put in effort and was very what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['restless', 'active', 'lazybutt', 'productive', 'hard work'],
      dtype=object)}","['restless', 'active', 'lazybutt', 'productive', 'hard work']",lazy,D,productive,"{'0': 'The man in the white suit was very lazy.  He did nothing useful.  Meanwhile, the ban in the blue had put in effort and was very what?', '0.005': 'The man in the white suit was very lazy.  He did nothing useful.  Meankhile, the ban in the blue had put in effort and was very what?', '0.01': 'The man in the whitM suit was very lazy.  He did norhing useful.  Meanwhile, the btn in the blue had put in effort and was very what?', '0.015': 'The man in the white suit was very lazyU  He did nothing useful.  Meanwhile, the ban in the blue had put in effort and was very what?', '0.02': 'The man in the white suit was very lazyh  He did nothing useful.  Meanwhile,Xthe ban in the blue had putein effort and was very what?', '0.025': 'The man in the white suit was very lazy.  He did nothing useful.  MeanYhile,ythe ban in the blue hal put in effort and was very ihat?', '0.03': 'The man in the whiqe suit was very lazy.  He did nothing useful.  Mzanwhilh, the ban in the blue hadFout in effort and was very what?', '0.05': 'The man in the white suxA was very lazy.  He did nothing usnful.f Meanwhile, Ohe ban in the blue har put in nffWZt and waP veOy what?', '0.1': 'ihe man en the white suit was vePy uazy.  HekdiFinotJing useful.  Meanwhilew tre Dan in the blue hXd pyt in effort and Das very what?', '0.2': 'ThQ man in ohe whiteVoIit was vErWfyaRJ.  Me STd nothXng uYvful.  MQanAuile, twz ban in the Dlue vadsput in effoTt cndtwas very whktT'}","{'A1': 'What was the man in the blue suit?', 'A2': 'What was the opposite of the man in the white suit?', 'B1': 'What was the contrast between the man in the white suit and the man in the blue suit?', 'B2': 'How did the man in the blue suit differ from the man in the white suit?', 'C1': 'What was the difference in attitude between the man in the white suit and the man in the blue suit?', 'C2': 'What characterized the man in the blue suit compared to the man in the white suit?'}"
9370b2b0897b796dec4a40f107854c8d,What would you be unable to do if you have too much greed?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['keep things', 'make friends', 'play poker', 'conquer opponent',
       'lie'], dtype=object)}","['keep things', 'make friends', 'play poker', 'conquer opponent', 'lie']",greed,B,make friends,"{'0': 'What would you be unable to do if you have too much greed?', '0.005': 'What would you be unable to do if you have too much greed?', '0.01': 'What would you be unable to do if you have too much greed?', '0.015': 'What would you be knaPle to do if Aou have too much greed?', '0.02': 'What would yau be unable to do if you have too much greed?', '0.025': 'What would you be unable to do if you have too much greed?', '0.03': 'What would Vou be unable to do if you havD too much Ureed?', '0.05': 'Whap would yok be unable to do if you have tQo mCcL greed?', '0.1': 'WhaY loupd yoe bN Gnable Eo do iW youbhave toU much greed?', '0.2': 'What wiulR ydu RexunaPle Xo do Kf youphave too much greGd?'}","{'A1': ""What could you not do if you're too greedy?"", 'A2': 'What might excessive greed prevent you from doing?', 'B1': 'What might be hindered if you have too much greed?', 'B2': 'What could excessive greed impede you from doing?', 'C1': 'What is unattainable if you have excessive greed?', 'C2': 'What would be impossible if you have too much greed?'}"
49902e768c45aa41a0f9f95be81114e5,"It was a long trip from the farm, so he stayed in a hotel when he arrived at the what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bed away from home', 'wwii bunker', 'resort', 'las vegas', 'city'],
      dtype=object)}","['bed away from home', 'wwii bunker', 'resort', 'las vegas', 'city']",hotel,E,city,"{'0': 'It was a long trip from the farm, so he stayed in a hotel when he arrived at the what?', '0.005': 'ot was a long trip from the farm, so he stayed in a hotel when he arrived at the what?', '0.01': 'It was a long trip from the farm, so he stayed in a hotel when he arrived at the what?', '0.015': 'It was a long trip from the farm, so he stayed in a hotelAwhen he arrived at the what?', '0.02': 'It was a long trip from the farm, so he saayed in a hotel when he arrived at the what?', '0.025': 'It wasJa long trip from the farm, so he stayed in a hotel when he arrived at the what?', '0.03': 'It was a long trip from thi farm, so he staVed in a hotel when he arrkved at the zhat?', '0.05': 'It was a long trip from the fark, so he staNed iUHa hotelhwhen he arriveS at tye what?', '0.1': 'It was a long trip from the darm, so hK stayed Xn a hotelWwhenObk arrfved at the what?', '0.2': 'It was aTdonjmtrTG frim tMe farmT so hT stayeY iR aThotevywhen he arrived at tIe ihat?'}","{'A1': 'It was a long trip from the farm, so he stayed in a hotel when he arrived at the what?', 'A2': 'After a long trip from the farm, where did he stay when he arrived?', 'B1': 'After traveling a long distance from the farm, where did he stay upon arrival?', 'B2': 'After a lengthy journey from the farm, where did he choose to stay upon reaching his destination?', 'C1': 'Following an extensive journey from the farm, where did he opt to stay upon arrival?', 'C2': 'After a prolonged trip from the farm, where did he decide to lodge upon arrival?'}"
